Unnamed: 0,0,1,2,3,4,5,6,7
1,"REDMI 12c (Royal Blue, 128 GB)","4.11,079 Ratings & 59 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,5000 mAh Battery,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹10,888₹15,99931% offFree deliveryNo Cost EMI from ₹1,815/monthBank Offer"
2,itel Power 440| 2500 mAh battery| Expandable Storage Upto 32GB,4.2111 Ratings & 6 Reviews,32 MB RAM | 32 MB ROM,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,2500 mAh Battery,,"₹1,470₹1,89922% offFree deliveryDaily SaverBank Offer"
3,Kechaoda K115,"4.131,534 Ratings & 2,344 Reviews",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,114₹1,49925% offFree deliveryBank Offer"
4,Jmax J06,3.792 Ratings & 6 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1100 mAh Battery,,"₹699₹1,19941% offFree deliveryBank Offer"
5,"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)",4.2600 Ratings & 51 Reviews,4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹14,539₹17,99019% offFree deliveryNo Cost EMI from ₹2,424/monthBank Offer"
6,"Tecno Spark 10c (Meta Blue, 128 GB)",4166 Ratings & 5 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹9,899₹12,49820% offFree deliveryBank Offer"
7,"REDMI 12C (Lavender Purple, 64 GB)","4.21,774 Ratings & 98 Reviews",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹8,580₹13,99938% offFree deliveryNo Cost EMI from ₹1,430/monthBank Offer"
8,"vivo Y27 (Garden Green, 128 GB)",4.728 Ratings & 0 Reviews,6 GB RAM | 128 GB ROM,16.87 cm (6.64 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999₹18,99921% offFree deliveryUpto ₹14,300 Off on ExchangeNo Cost EMI from ₹5,000/month"
9,"vivo Y27 (Burgundy Black, 128 GB)",4.728 Ratings & 0 Reviews,6 GB RAM | 128 GB ROM,16.87 cm (6.64 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999₹18,99921% offFree deliveryUpto ₹14,300 Off on ExchangeNo Cost EMI from ₹5,000/month"
10,KARBONN K531,4287 Ratings & 28 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Quarter QVGA Display,0.3MP Rear Camera,1800 mAh Battery,,"₹1,391₹1,79022% offFree deliveryBank Offer"
11,Kechaoda 888,4.1262 Ratings & 22 Reviews,64 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,3000 mAh Battery,1 Year Company Warranty,,"₹1,799₹2,08413% offFree deliveryBank Offer"
12,"REDMI A2 (Sea Green, 32 GB)",4.1227 Ratings & 18 Reviews,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) Display,8MP Rear Camera,5000 mAh Battery,,"₹6,699₹8,99925% offNo Cost EMI from ₹1,117/monthBank Offer"
13,"REDMI Note 12 5G (Frosted Green, 256 GB)","4.11,139 Ratings & 90 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹20,999₹23,99912% offFree deliveryDaily SaverUpto ₹19,200 Off on Exchange"
14,"APPLE iPhone 13 (Green, 128 GB)","4.72,49,272 Ratings & 12,335 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,"₹59,999₹69,90014% offFree deliveryDaily SaverUpto ₹59,000 Off on Exchange"
15,"REDMI Note 12 5G (Frosted Green, 128 GB)","43,325 Ratings & 281 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ AMOLED Display,48MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹16,999₹19,99915% offFree deliveryUpto ₹15,250 Off on ExchangeNo Cost EMI from ₹2,834/month"
16,GFive A2,"3.57,283 Ratings & 651 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,₹745₹99925% offFree deliveryBank Offer
17,"MOTOROLA Edge 30 Ultra (Interstellar Black, 256 GB)",4.3969 Ratings & 150 Reviews,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 50MP + 12MP | 60MP Front Camera,4610 mAh Lithium Battery,1 Year on Handset and 6 Months on Accessories,"₹49,999₹74,99933% offFree deliveryUpto ₹47,500 Off on ExchangeBank Offer"
18,"I Kall K450 Pro (Blue, 64 GB)","4.33,837 Ratings & 219 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.9 cm (6.26 inch) Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,,"₹5,999₹9,49936% offFree deliveryBank Offer"
19,"vivo Y16 (Steller Black, 128 GB)","4.21,365 Ratings & 79 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,1 Year of Device & 6 Months for In-Box Accessories,"₹12,499₹16,99926% offFree deliveryHot DealUpto ₹11,950 Off on Exchange"
20,"realme Narzo N55 (Prime Blue, 64 GB)","41,358 Ratings & 125 Reviews",4 GB RAM | 64 GB ROM,17.07 cm (6.72 inch) Display,64MP Rear Camera,5000 mAh Battery,,"₹11,248₹12,99913% offFree deliveryDaily SaverNo Cost EMI from ₹1,875/month"
21,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"41,358 Ratings & 125 Reviews",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1200 mAh Battery,,"₹1,298₹1,69923% offFree deliveryBank Offer"
22,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"4.41,424 Ratings & 185 Reviews",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1200 mAh Battery,,"₹1,298₹1,69923% offFree deliveryBank Offer"
0,"REDMI 12C (Mint Green, 64 GB)","4.21,774 Ratings & 98 Reviews",4 GB RAM | 64 GB ROM,17.04 cm (6.71 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹8,754₹13,99937% offFree deliveryNo Cost EMI from ₹1,459/monthBank Offer"
1,"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)","4.214,255 Ratings & 1,488 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,200MP + 8MP + 2MP | 16MP Front Camera,4980 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹29,999₹33,99911% offFree deliveryDaily SaverUpto ₹27,000 Off on Exchange"
2,Jmax J06,3.792 Ratings & 6 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1100 mAh Battery,,"₹699₹1,19941% offFree deliveryBank Offer"
3,Kechaoda K115,"4.131,534 Ratings & 2,344 Reviews",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,110₹1,42722% offFree deliveryBank Offer"
4,"SAMSUNG Galaxy M14 5G (ICY Silver, 128 GB)",4.2600 Ratings & 51 Reviews,4 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,"₹14,539₹17,99019% offFree deliveryNo Cost EMI from ₹2,424/monthBank Offer"
5,"MOTOROLA Edge 30 Ultra (Starlight White, 256 GB)",4.3969 Ratings & 150 Reviews,12 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,200MP + 50MP + 12MP | 60MP Front Camera,4610 mAh Lithium Battery,1 Year on Handset and 6 Months on Accessories,"₹49,999₹74,99933% offFree deliveryUpto ₹47,500 Off on ExchangeBank Offer"
6,KARBONN K9 Yuva,3.9924 Ratings & 63 Reviews,64 MB RAM | 32 KB ROM,4.57 cm (1.8 inch) QVGA Display,2MP Rear Camera,2502 mAh Battery,,"₹1,294₹1,49013% offFree deliveryBank Offer"
7,"vivo Y16 (Steller Black, 64 GB)","4.22,800 Ratings & 150 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.54 cm (6.51 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,5000 mAh Lithium Battery,1 Year of Device & 6 Months for In-Box Accessories,"₹10,999₹13,99921% offFree deliveryUpto ₹10,300 Off on ExchangeBank Offer"
8,"REDMI 10 (Pacific Blue, 64 GB)","4.32,45,643 Ratings & 14,915 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,6000 mAh Lithium Polymer Battery,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹9,999₹14,99933% offFree deliveryBank Offer"
9,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,"41,358 Ratings & 125 Reviews",4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1200 mAh Battery,,"₹1,298₹1,69923% offFree deliveryBank Offer"
10,"I Kall K450 Pro (Blue, 64 GB)","4.72,49,272 Ratings & 12,335 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.9 cm (6.26 inch) Display,13MP Rear Camera | 8MP Front Camera,4000 mAh Battery,,"₹5,999₹9,49936% offFree deliveryBank Offer"
11,"APPLE iPhone 13 (Pink, 128 GB)","4.256,007 Ratings & 5,201 Reviews",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,A15 Bionic Chip Processor,,"₹59,999₹69,90014% offFree deliveryDaily SaverUpto ₹59,000 Off on Exchange"
12,Nokia TA-1174 / TA-1299,3.8384 Ratings & 29 Reviews,4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Display,800 mAh Battery,1 Year Manufacturer Warranty,,"₹1,399"
13,Nokia 105 SS 2023,"4.41,424 Ratings & 185 Reviews",4 MB RAM | 4 MB ROM,4.57 cm (1.8 inch) Display,1000 mAh Battery,1 Year Manufacture Warranty For Device and 6 Months Manufacture Warranty For In-box Accessories Including batteries From the date of Purchase,,"₹1,471₹1,5998% offFree deliveryBank Offer"
14,"realme GT 2 (Paper White, 256 GB)",3.6466 Ratings & 33 Reviews,12 GB RAM | 256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹28,999₹44,99935% offFree deliveryUpto ₹28,050 Off on ExchangeBank Offer"
15,Jmax J30,4.3335 Ratings & 31 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,,"₹699₹1,39950% offFree deliveryBank Offer"
16,"POCO M6 Pro 5G (Power Black, 128 GB)","4.32,08,497 Ratings & 19,013 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999₹16,99923% off"
17,SAMSUNG Guru Music 2,"4.16,441 Ratings & 509 Reviews",NA ROM,5.08 cm (2 inch) NA Display,800 mAh Battery,0 0 0 208MHz Processor,,"₹1,850₹1,9505% offFree deliveryBank Offer"
18,itel It2171 Keypad Mobile|1000 mAh battery|Expandable Storage upto 32GB,"4.16,441 Ratings & 509 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,"₹999₹1,39928% offFree deliveryDaily SaverBank Offer"
19,itel It2171 Keypad Mobile|1000 mAh battery|Expandable Storage upto 32GB,"4.22,478 Ratings & 174 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,1000 mAh Battery,,"₹999₹1,39928% offFree deliveryDaily SaverBank Offer"
20,"REDMI Note 11 (Horizon Blue, 128 GB)","41,358 Ratings & 125 Reviews",6 GB RAM | 128 GB ROM,16.33 cm (6.43 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹13,879₹19,99930% offFree deliveryDaily SaverBank Offer"
21,itel it5026 Keypad Mobile|1200 mAh battery|Expandable Storage upto 32GB,3.792 Ratings & 6 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1200 mAh Battery,,"₹1,298₹1,69923% offFree deliveryBank Offer"
22,Jmax J06,"43,512 Ratings & 442 Reviews",32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1100 mAh Battery,,"₹699₹1,29946% offFree deliveryBank Offer"
0,"POCO M6 Pro 5G (Power Black, 128 GB)",4.3335 Ratings & 31 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.25 cm (6.79 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999₹16,99923% off"
1,"realme 10 Pro+ 5G (Hyperspace, 128 GB)","4.421,145 Ratings & 1,794 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹23,999₹27,99914% offFree deliveryDaily SaverUpto ₹23,450 Off on Exchange"
2,"realme 10 Pro+ 5G (Nebula Blue, 128 GB)","4.421,145 Ratings & 1,794 Reviews",8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹23,999₹27,99914% offFree deliveryDaily SaverUpto ₹23,450 Off on Exchange"
3,Micromax X412,"3.917,516 Ratings & 1,439 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,800 mAh Battery,12 Month,,"₹999₹1,49633% offFree deliveryBank Offer"
4,KARBONN K9 Yuva,3.9924 Ratings & 63 Reviews,64 MB RAM | 32 KB ROM,4.57 cm (1.8 inch) QVGA Display,2MP Rear Camera,2502 mAh Battery,,"₹1,294₹1,49013% offFree deliveryBank Offer"
5,A10E,"4.11,624 Ratings & 120 Reviews",4 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.57 cm (1.8 inch) Display,800 mAh Battery,2 Years Domestic Replacement Warranty,,"₹1,419₹1,59911% offFree deliveryBank Offer"
6,"realme 9i 5G (Soulful Blue, 64 GB)","4.551,675 Ratings & 2,552 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹14,999₹17,99916% offFree deliveryUpto ₹14,300 Off on ExchangeNo Cost EMI from ₹2,500/month"
7,"Infinix Zero 5G 2023 TURBO (Pearly White, 256 GB)","43,512 Ratings & 442 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹16,999₹24,99932% offFree deliveryUpto ₹16,350 Off on ExchangeNo Cost EMI from ₹2,834/month"
8,"Infinix Note 30 5G (Magic Black, 128 GB)","4.11,611 Ratings & 185 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.22 cm (6.78 inch) Full HD+ Display,108 MP + 2 MP+ AI Lens | 16MP Front Camera,5000 mAh Li-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹14,999₹17,99916% offFree deliveryUpto ₹14,300 Off on ExchangeNo Cost EMI from ₹2,500/month"
9,"vivo V27 5G (Noble Black, 128 GB)","4.419,969 Ratings & 2,227 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 Inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 50MP Front Camera,4600 mAh Battery,1 Year Brand Warranty,"₹32,999₹36,99910% offFree deliveryDaily SaverUpto ₹32,050 Off on Exchange"
10,KARBONN K110i,3.6300 Ratings & 27 Reviews,0 MB ROM | Expandable Upto 8 GB,4.57 cm (1.8 inch) QVGA Display,1000 mAh Battery,1 Year for Mobile & 6 Months for Accessories,,"₹941₹1,24024% offFree deliveryBank Offer"
11,Nokia 130 M DS 2023,3.6176 Ratings & 15 Reviews,4 MB RAM | 4 MB ROM,6.1 cm (2.4 inch) Display,1450 mAh Battery,1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase,,"₹2,099₹2,1994% offFree deliveryBank Offer"
12,GREENBERRY M3 Edition X,"4.32,08,497 Ratings & 19,013 Reviews",256 MB RAM | 256 MB ROM,3.66 cm (1.44 inch) NA Display,2MP Rear Camera,1150 mAh Battery,,"₹2,999₹3,99925% offFree deliveryBank Offer"
13,SAMSUNG Guru Music 2,"4.215,412 Ratings & 1,450 Reviews",NA ROM,5.08 cm (2 inch) NA Display,800 mAh Battery,0 0 0 208MHz Processor,,"₹1,850₹1,9505% offFree deliveryBank Offer"
14,"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","4.131,534 Ratings & 2,344 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹24,999₹29,99916% offFree deliveryUpto ₹24,400 Off on ExchangeNo Cost EMI from ₹4,167/month"
15,Kechaoda K115,"4.131,534 Ratings & 2,344 Reviews",32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,088₹1,2009% offFree deliveryBank Offer"
16,Kechaoda K115,4289 Ratings & 15 Reviews,32 MB RAM | 32 MB ROM,3.66 cm (1.44 inch) QVGA Display,0.3MP Rear Camera,850 mAh Battery,,"₹1,110₹1,59930% offFree deliveryBank Offer"
17,itel it2163s,"43,630 Ratings & 284 Reviews",32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,"₹1,039₹1,42927% offFree deliveryBank Offer"
18,Micromax X413,4.121 Ratings & 2 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Battery,,"₹997₹1,20016% offFree deliveryHot DealBank Offer"
19,"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)",3.6466 Ratings & 33 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹20,999₹25,99919% offFree deliveryUpto ₹20,250 Off on ExchangeNo Cost EMI from ₹2,334/month"
20,Jmax J30,"425,611 Ratings & 1,997 Reviews",32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,2MP Rear Camera,1050 mAh Battery,,"₹699₹1,39950% offFree deliveryBank Offer"
21,Nokia 110 TA-1302 DS,"4.41,424 Ratings & 185 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,4.5 cm (1.77 inch) QVGA Display,1MP Rear Camera,800 mAh Battery,,"₹1,888₹1,899Free deliveryBank Offer"
22,"realme GT 2 (Paper Green, 256 GB)","4.316,270 Ratings & 1,786 Reviews",12 GB RAM | 256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹28,999₹44,99935% offFree deliveryUpto ₹28,050 Off on ExchangeBank Offer"
0,"Infinix Zero 5G 2023 TURBO (Coral Orange, 256 GB)","43,512 Ratings & 442 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) Full HD+ Display,50MP + 2MP + 2MP | 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,1 Year on Handset and 6 Months on Accessories,"₹16,999₹24,99932% offFree deliveryBank Offer"
1,"realme GT 2 (Paper Green, 256 GB)","4.41,424 Ratings & 185 Reviews",12 GB RAM | 256 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹28,999₹44,99935% offFree deliveryBank Offer"
2,"REDMI Note 12 Pro 5G (Stardust Purple, 128 GB)","4.215,412 Ratings & 1,450 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Full HD+ AMOLED Display,50MP (OIS) + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Polymer Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹24,999₹29,99916% offFree deliveryNo Cost EMI from ₹4,167/monthBank Offer"
3,"realme GT 2 (Paper Green, 128 GB)","4.316,270 Ratings & 1,786 Reviews",8 GB RAM | 128 GB ROM,16.81 cm (6.62 inch) Full HD+ AMOLED Display,50MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹24,999₹39,99937% offFree deliveryBank Offer"
4,"realme 9i 5G (Soulful Blue, 64 GB)","4.551,675 Ratings & 2,552 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Lithium Ion Battery,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,"₹14,999₹17,99916% offFree deliveryNo Cost EMI from ₹2,500/monthBank Offer"
5,"Tecno Spark 10c (Meta Blue, 128 GB)",4166 Ratings & 5 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) HD+ Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹9,899₹12,49820% offFree deliveryBank Offer"
6,Nokia 150 DS 2020,"4.124,632 Ratings & 1,850 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1020 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹2,998₹2,999Free deliveryHot DealBank Offer"
7,Energizer Hardcase E100,"3.82,124 Ratings & 239 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 8 GB,6.1 cm (2.4 inch) Display,0.3MP Rear Camera,1500 mAh Lithium-ion Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,"₹1,199₹1,49920% offFree deliveryBank Offer"
8,"SAMSUNG Galaxy F34 5G (Electric Black, 128 GB)",4.121 Ratings & 2 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹20,999₹25,99919% offFree deliveryNo Cost EMI from ₹2,334/monthBank Offer"
9,"SAMSUNG Galaxy F34 5G (Mystic Green, 128 GB)",4.121 Ratings & 2 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) Full HD+ Display,50MP (OIS) + 8MP + 2MP | 13MP Front Camera,6000 mAh Battery,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"₹20,999₹25,99919% offFree deliveryNo Cost EMI from ₹2,334/monthBank Offer"
10,DIZO Star 300,"3.910,735 Ratings & 1,238 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB,4.5 cm (1.77 inch) Quarter QVGA Display,0.3MP Rear Camera,2550 mAh Battery,1 Year Warranty,"₹1,299₹1,49913% offFree deliveryBank Offer"
11,"realme GT NEO 2 (NEO Black, 256 GB)","4.44,586 Ratings & 643 Reviews",12 GB RAM | 256 GB ROM,16.81 cm (6.62 inch) Full HD+ Display,64MP + 8MP + 2MP | 16MP Front Camera,5000 mAh Battery,1 Year Warranty for Mobile and 6 Months for Accessories,"₹25,999₹38,99933% offFree deliveryLowest price in the yearBank Offer"
12,LAVA A1 2021,"4.12,353 Ratings & 212 Reviews",0 MB ROM | Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,0.3MP Rear Camera,800 mAh Li-ion Battery,,"₹1,149₹1,49923% offFree deliveryHot DealBank Offer"
13,itel it2163s,4289 Ratings & 15 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1200 mAh Battery,,"₹1,039₹1,42927% offFree deliveryBank Offer"
14,"REDMI 12 5G (Moonstone Silver, 128 GB)","4.22,124 Ratings & 134 Reviews",6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Display,50MP Rear Camera,5000 mAh Battery,,"₹17,999Free deliveryBank Offer"
15,"REDMI 12 5G (Jade Black, 128 GB)","4.211,408 Ratings & 859 Reviews",6 GB RAM | 128 GB ROM,17.25 cm (6.79 inch) Full HD Display,50MP Rear Camera,5000 mAh Battery,,"₹17,999Free deliveryBank Offer"
16,"SAMSUNG Galaxy S20 FE 5G (Cloud Navy, 128 GB)","4.211,446 Ratings & 1,637 Reviews",8 GB RAM | 128 GB ROM,16.51 cm (6.5 inch) Display,12MP Rear Camera | 32MP Front Camera,4500 mAh Battery,,"₹26,770₹65,99959% offFree deliveryNo Cost EMI from ₹4,462/monthBank Offer"
