maker,product_name,color,num_reviews,ratings_new,num_ratings_new,RAM(GB),ROM(GB),Expandable_ROM(GB),Display_Size(cm),Display_type,Rear_Camera(MB),Front_Camera(MB),Battery_Backup(mAh),Price(₹),Rear_Dual_Camera
KARBONN,K531,0,28,4.0,287,0.03125,0.03125,16,6.1,Display,3,0,1750,1349,0
UiSmart,Ui-06,0,191,4,2011,0.5,0.25,0,4.5,Display,01,0,1050,1650,0
MU,M5000,0,326,3.9,2615,0.03125,0.03125,0,7.11,Display,3,0,2500,1199,0
KARBONN,K531,0,28,4.0,287,0.03125,0.03125,32,6.1,Quarter QVGA Display,3,0,1800,1349,0
Snexian,ROCK,0,60,3.7,629,0.03125,0.03125,32,4.57,VGA Display,3,0.3 ,1000,799,0
OPPO,A17k,Gold,187,4.5,6940,3,64,2048,16.66,HD+ Display,8,5 ,5000,10990,0
KARBONN,K31,0,16,3.8,204,0.0341796875,0.03125,0,6.1,HVGA Display,03,0,1800,1199,0
OPPO,A17k,Navy Blue,187,4.5,6940,3,64,2048,16.66,HD+ Display,8,5 ,5000,9499,0
Snexian,GURU,0,253,3.4,3599,0.03125,0.03125,16,4.57,Quarter QVGA Display,3,0,800,670,0
Nokia,TA-1304/105,0,4964,4.2,63964,0.00390625,0.00390625,0,4.5,Display,0,0,0,1199,0
REDMI,Note,Obsidian Black,634,4.2,5503,12,256,0,16.94,Full HD+ AMOLED Display,200,16 ,4980,32999,0
Kechaoda,K115,0,11,4.0,178,0.03125,0.03125,0,3.66,QVGA Display,3,0,850,1170,0
Snexian,Rock,0,776,4.0,12358,0.03125,0.03125,0,4.32,Display,3,0,800,1499,0
Tecno,Camon,Glacier Glow,20,4.3,192,8,256,0,16.94,Display,64,0,5000,14998,0
APPLE,iPhone,Black,11360,4.6,199217,0,128,0,15.49,Liquid Retina HD Display,12,12 ,0,44999,0
SAMSUNG,GALAXY,Aqua Green,236,4.2,4017,4,64,0,16.76,Display,50,0,6000,10799,0
LAVA,Spark,0,820,4.1,7275,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1699,0
REDMI,Note,Glacier Blue,0,0,,12,256,0,16.94,Full HD+ AMOLED Display,50,16 ,5000,28999,0
SAMSUNG,Galaxy,Dark Blue,285,4.1,4719,4,128,0,16.51,HD+ Display,0,0,5000,9665,0
itel,MagicX,0,31,3.8,203,0.046875,0.125,0,4.57,Display,3,0,1900,2145,0
Snexian,ROCK,0,56,3.7,629,0.03125,0.03125,32,4.57,VGA Display,3,0.3 ,1000,999,0
REDMI,Note,Thunder Purple,2869,4.3,47331,6,64,512,16.33,Full HD+ Display,64,13 ,5000,13990,0
Nokia,110,0,7,4.1,170,0.00390625,0.00390625,0,4.5,Quarter QVGA Display,08,0,800,1699,0
REDMI,12c,Mint Green,3,3.5,54,128,6,0,17.04,Display,50,0,5000,10985,0
Nokia,2660,0,121,4,1772,0.125,0.046875,0,7.11,Display,3,0,1450,4999,0
Google,Pixel,Snow,784,4.3,5620,8,128,0,16.0,Full HD+ Display,50,10.8 ,4270,49999,0
Infinix,HOT,Horizon Blue,8488,4.3,118464,4,64,256,17.32,HD+ Display,13,8 ,6000,8999,0
KARBONN,KX3,0,143,4,2141,0.0302734375,0.03125,0,4.57,Display,3,0,800,989,0
itel,Vision3,Multi Green,34,4.2,578,2,32,0,16.76,Display,8,0,5000,5990,0
REDMI,12C,Mint Green,98,4.2,1774,4,64,0,17.04,Display,50,0,5000,9190,0
POCO,F5,Carbon Black,154,4.3,1125,12,256,0,16.94,Full HD+ Display,64,16 ,5000,30999,0
LAVA,Spark,0,820,4.1,7275,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1890,0
SAMSUNG,Galaxy,Emerald Brown,845,4.2,11651,6,128,0,16.74,Display,50,0,6000,16990,0
MU,M5000,0,325,3.9,2615,0.03125,0.03125,0,7.11,Display,3,0,2500,1199,0
OPPO,A17K,Navy Blue,182,4.5,6940,3,64,2048,16.66,HD+ Display,8,5 ,5000,9450,0
SAMSUNG,Galaxy,Emarld Brown,845,4.2,11651,6,128,0,16.76,Display,50,0,6000,18693,0
Nokia,106,0,3,3.7,57,0.00390625,0.00390625,0,4.5,Display,0,0,0,2645,0
Tecno,Spark,Nebula Purple,37,4.1,479,3,64,256,16.66,HD+ Display,13,5 ,5000,7745,0
realme,Narzo,Mint Green,4955,4.5,124574,2,32,256,16.51,Display,8,5 ,5000,7499,0
SAREGAMA,Carvaan,0,150,4.2,2800,0.03125,3,0,6.1,Display,3,0,1500,2090,0
vivo,Y16,Drizzling Gold,268,4.1,3241,3,32,1024,16.54,HD+ Display,13,5 ,5000,12490,0
Kechaoda,K28,0,34,4.2,578,0.03125,0.0625,16,6.1,QVGA Display,3,0,1700,1399,0
itel,Vision3,Deep Ocean Black,2523,4.2,16486,2,32,0,16.76,Display,8,0,5000,6048,0
MOTOROLA,Edge,Viva Magenta,185,4.1,2828,8,256,0,16.51,Full HD+ Display,50,32 ,4400,29999,0
SAMSUNG,Guru,0,134,4.1,1424,0,0,16,5.08,QVGA Display,0,0,800,2890,0
Kechaoda,K60,0,820,4.1,7275,0.03125,0.03125,16,6.1,QVGA Display,3,0.3 ,3600,1797,0
LAVA,Spark,0,491,3.7,5646,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1849,0
Micromax,X809,0,396,4.4,2364,0.03125,0.03125,0,7.11,Display,1,0,1000,1340,0
Nothing,Phone,2) ,42,4.2,264,12,256,0,17.02,Full HD+ Display,50,32 ,4700,49999,0
LAVA,Z2,Aqua Blue,7,3.7,98,2,32,512,16.55,HD+ Display,13,8 ,5000,5990,0
KARBONN,KX3S,0,8488,4.3,118464,0.03125,0.03125,16,4.57,FWVGA+ Display,0,0.03 ,1000,1070,0
Infinix,HOT,Daylight Green,0,4.1,11,4,64,256,17.32,HD+ Display,13,8 ,6000,8999,0
Cellecor,C9+,0,230,4.4,1314,0.03125,0.03125,0,4.57,Display,0,0,0,949,0
Nothing,Phone,2) ,773,4.0,12358,8,128,0,17.02,Full HD+ Display,50,32 ,4700,44999,0
Jmax,Super,0,5,4.0,45,0.03125,0.03125,0,4.57,Display,3,0,1100,759,0
Snexian,Rock,0,231,4.4,6496,0.03125,0.03125,0,4.32,Display,3,0,800,1215,0
itel,P40,Force Black,61,3.9,617,3,32,0,16.76,Display,13,0,6000,6799,0
itel,U30,0,9,4.0,68,0.03125,0.03125,0,4.57,Display,3,0,1200,1079,0
realme,C30s,Stripe Blue,8488,4.3,118464,2,32,1024,16.51,HD+ Display,8,5 ,5000,6999,0
itel,P40,Force Black,5,4.0,45,3,32,0,16.76,Display,13,0,6000,6799,0
Cellecor,E8,0,18,3.6,314,0.03125,0.03125,0,6.1,Display,8,0,2750,1302,0
SAMSUNG,Galaxy,Deep Ocean Blue,255,4.2,3684,8,128,0,16.76,Display,50,8 ,6000,18900,0
Micromax,X809,0,491,3.7,5646,0.03125,0.03125,0,7.11,Display,1,0,1000,1340,0
Tecno,POP,Uyuni Blue,5,4.3,73,4,64,0,16.66,Display,13,0,5000,7499,0
REDMI,12C,Lavender Purple,98,4.2,1774,4,64,0,17.04,Display,50,0,5000,8999,0
Infinix,HOT,Horizon Blue,8488,4.3,118464,4,64,256,17.32,HD+ Display,13,8 ,6000,8999,0
REDMI,A1+,Black,500,4.1,10464,3,32,512,16.56,HD+ Display,8,5 ,5000,8499,0
Cellecor,C9+,0,0,4.1,11,0.03125,0.03125,0,4.57,Display,0,0,0,949,0
Nokia,110,2023),0,4.1,18,0.00390625,0.00390625,0,4.57,Display,2,0,1000,2039,0
itel,Power,0,0,3.5,11,0.03125,0.03125,0,4.57,Display,3,0,2500,1349,0
LAVA,Spark,0,820,4.1,7275,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1699,0
LAVA,Spark,0,820,4.1,7275,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1890,0
LAVA,Spark,0,539,3.9,4460,0.03125,0.03125,32,7.11,QVGA Display,3,0,1200,1849,0
MarQ,by,0,358,3.3,4543,0.03125,0.03125,32,6.1,QVGA Display,3,0,3000,1599,0
Snexian,Guru,0,30,3.7,409,0.03125,0.03125,0,449.58,Display,1,0,850,699,0
Jmax,J32,0,0,4.3,15,0.03125,0.03125,0,4.57,Display,2,0,1050,699,0
itel,S23,Mystery White,19,4.3,192,8,128,1024,16.76,HD+ Display,50,8 ,5000,8499,0
Tecno,Camon,Glacier Glow,134,4.2,2124,8,256,0,16.94,Display,64,0,5000,14998,0
SAMSUNG,Galaxy,Cloud Mint,6,4.9,9,8,128,0,16.51,Display,12,32 ,4500,26795,0
Jmax,Super,0,24,3.7,190,0.03125,0.03125,0,4.57,Display,3,0,1100,759,0
Nokia,C32,Beach Pink,5,4.0,45,4,128,0,16.55,Display,50,2 ,5000,9999,0
itel,P40,Dreamy Blue,6,4.9,9,3,32,0,16.76,Display,13,0,6000,6598,0
realme,Narzo,Mars Orange,3,4.1,116,8,128,0,16.33,Display,64,0,5000,18255,0
LAVA,Z2,Aqua Blue,42,4.2,264,2,32,512,16.55,HD+ Display,13,8 ,5000,5990,0
APPLE,iPhone,Purple,848,4.6,14064,0,128,0,17.02,Super Retina XDR Display,12,12 ,0,77999,0
Good,One,0,310,3.9,1508,0.03125,0.03125,32,4.57,Display,2,0,2500,989,0
itel,U30,0,231,4.4,6496,0.03125,0.03125,0,4.57,Display,3,0,1200,1249,0
realme,C30s,Royal Blue,582,4,9007,2,32,1024,16.51,HD+ Display,8,5 ,5000,7349,0
Kechaoda,K33,0,582,4,9007,0.03125,0.03125,0,3.56,Display,3,0,800,1110,0
Kechaoda,K33,0,121,4,1772,0.03125,0.03125,0,3.56,Display,3,0,800,1110,0
Nokia,2660,0,12,4.2,292,0.125,0.046875,0,7.11,Display,3,0,1450,4999,0
realme,Narzo,Dark Blue,23,4.1,476,3,32,0,16.51,Display,8,5 ,5000,7990,0
Tecno,Pova,Eco Black,134,4.1,1424,6,128,512,17.53,Full HD+ Display,50,8 ,7000,13999,0
Kechaoda,K60,0,2857,4.2,43978,0.03125,0.03125,16,6.1,QVGA Display,3,0.3 ,3600,1797,0
REDMI,10,Caribbean Green,922,4.4,11472,6,128,1024,17.02,HD+ Display,50,5 ,6000,12999,0
OnePlus,Nord,Gray Shadow,358,3.3,4543,8,128,0,17.02,Display,50,32 ,4500,28990,0
Snexian,GURU,0,12429,4.5,112002,0.03125,0.03125,0,449.58,Display,1,0,850,699,0
realme,XT,Pearl White,938,3.9,14674,4,64,256,16.26,Display,64,16 ,4000,16910,0
Kechaoda,K10,0,544,4.5,6055,0.03125,0.03125,0,1.68,NA Display,0,0,0,1080,0
LAVA,A1,0,31,3.8,203,0.0009765625,0.00390625,0,4.57,NA Display,0,0,0,1079,0
OnePlus,11R,Sonic Black,231,4.4,6496,8,128,0,17.02,Display,50,0,5000,39398,0
itel,MagicX,0,2,3.5,68,0.046875,0.125,0,4.57,Display,3,0,1900,2145,0
realme,C30s,Stripe Black,146,4.2,1678,2,32,1024,16.51,HD+ Display,8,5 ,5000,6999,0
Nokia,105,0,1808,4.2,18309,0.00390625,0.00390625,0,4.57,Display,0,0,0,1515,0
SAMSUNG,GALAXY,Stardust Brown,61,4.2,1072,4,64,0,16.51,Display,50,0,5000,12990,0
itel,A60,SapphireBlack,16,4.1,202,2,32,0,16.76,HD Display,8,0,5000,5985,0
Nokia,G11,Grey,90,3.5,590,4,64,0,16.55,Display,50,0,5000,8800,0
I,Kall,0,15,4.0,289,0.03125,0.03125,0,4.5,Display,3,0,1000,749,0
itel,it2163s,0,522,4.1,10464,0.03125,0.03125,0,4.57,Display,3,0,1200,1190,0
REDMI,A1+,Black,153,4.2,1678,3,32,512,16.56,HD+ Display,8,5 ,5000,8499,0
SAMSUNG,Galaxy,Awesome Graphite,121,4.3,1906,8,256,1024,16.76,Full HD+ Display,48,13 ,5000,32999,0
IQOO,Z6,With Charger) ,1805,4.6,45294,6,128,0,16.97,Display,50,0,5000,15289,0
APPLE,iPhone,,270,3.9,1462,0,128,0,15.49,Super Retina XDR Display,12,12 ,0,67999,0
Good,One,0,805,4.3,5620,0.03125,0.03125,32,4.57,Display,2,0,2500,999,0
Google,Pixel,Lemongrass,879,4.6,14064,8,128,0,16.0,Full HD+ Display,50,10.8 ,4270,49999,0
APPLE,iPhone,Purple,546,3.9,4460,0,128,0,17.02,Super Retina XDR Display,12,12 ,0,77999,0
MarQ,by,0,943,3.9,14674,0.03125,0.03125,32,6.1,QVGA Display,3,0,3000,1599,0
Kechaoda,K10,0,12877,4.6,190310,0.03125,0.03125,0,1.68,NA Display,0,0,0,1080,0
APPLE,iPhone,White,2,4.1,38,0,128,0,15.49,Super Retina XDR Display,12,12 ,0,58999,0
Cellecor,E3+,0,9,4.0,68,0.03125,0.03125,32,4.57,Display,8,0,1000,1034,0
SAREGAMA,Carvaan,0,805,4.3,5620,0.03125,30,0,4.57,Display,0,0,0,1750,0
Google,Pixel,Obsidian,2360,4.1,31534,8,128,0,16.0,Full HD+ Display,50,10.8 ,4270,49999,0
Kechaoda,K115,0,42,3.4,492,0.03125,0.03125,0,3.66,QVGA Display,3,0,850,899,0
HOTLINE,H312,0,304,3.8,3194,0.03125,0.03125,0,4.57,Display,3,0,1000,649,0
Nokia,215,0,3897,4.3,57471,0.0625,0.125,32,6.1,QVGA Display,0,0,0,3499,0
Redmi,6A,Black,62,3.6,869,2,16,128,13.84,Display,13,5 ,3000,6408,0
REDMI,Note,Glacier White,77,4.3,1048,6,128,0,16.94,Display,48,0,5020,13680,0
KARBONN,KX3S,0,7,3.7,98,0.03125,0.03125,16,4.57,FWVGA Display,03,0 ,1000,1070,0
Good,One,0,310,3.9,1508,0.03125,0.03125,32,4.57,Display,2,0,2500,1099,0
OPPO,A57,Glowing Green,156,4.4,3388,4,64,1024,16.66,HD+ Display,13,8 ,5000,13999,0
realme,Narzo,Carbon Black,3520,4.3,63489,4,64,256,16.51,Display,8,5 ,5000,8999,0
Xiaomi,11Lite,Diamond Dazzle,405,4.2,3698,6,128,1024,16.64,Full HD+ Display,64,20 ,4250,21990,0
Xiaomi,11Lite,Jazz Blue,192,4.2,1875,8,128,1024,16.64,Full HD+ Display,64,20 ,4250,22399,0
KXD,P2,0,8,3.4,40,0.03125,0.03125,32,6.1,QVGA Display,3,0,2500,765,0
KXD,P2,0,8,3.4,40,0.03125,0.03125,32,6.1,QVGA Display,3,0,2500,745,0
Micromax,IN,Black,836,3.9,5936,6,64,256,16.56,HD+ Display,13,5 ,5000,7999,0
itel,2171,0,2,3.5,68,0.03125,0.03125,0,4.57,Display,3,0,1000,1085,0
Jmax,J32,0,30,3.7,409,0.03125,0.03125,0,4.57,Display,2,0,1050,699,0
Snexian,GURU,0,16,3.3,226,0.03125,0.03125,32,4.57,VGA Display,3,0.3 ,850,670,0
Kechaoda,K28,0,268,4.1,3241,0.03125,0.0625,0,6.1,QVGA Display,3,0,1700,1250,0
OPPO,A57,Glowing Gold,156,4.4,3388,4,64,1024,16.66,HD+ Display,13,8 ,5000,13999,0
REDMI,10,Shadow Black,14915,4.3,245643,4,64,1024,17.02,HD+ Display,50,5 ,6000,9999,0
MTR,S1000,0,1,3.6,40,0.03125,0.03125,0,6.1,Display,3,0,3000,1100,0
KARBONN,KU3,0,1,4.7,3,0.03125,0.03125,0,4.57,Display,3,0,800,1098,0
Kechaoda,K115,0,11,4.0,178,0.03125,0.03125,0,3.66,QVGA Display,3,0,850,1199,0
SAMSUNG,Galaxy,Icy Silver,175,4.2,2378,6,128,0,16.76,Display,50,0,6000,16390,0
Cellecor,C9+,0,0,4.1,11,0.03125,0.03125,0,4.57,QVGA Display,0,0,0,999,0
Micromax,X415,0,114,3.9,1727,0.0546875,0.03515625,0,4.5,Display,03,0,1000,949,0
vivo,Y36,Vibrant Gold,9,4.1,196,8,128,0,16.87,Full HD+ Display,50,16 ,5000,16999,0
REDMI,10,Phantom Black,246,4.2,3822,4,64,0,16.51,Display,50,0,6000,11980,0
Micromax,J2,0,50,3.8,784,0.03125,0.03125,0,4.5,Display,0,0,0,999,0
OPPO,A57,Glowing Green,156,4.4,3388,4,64,1024,16.66,HD+ Display,13,8 ,5000,13999,0
Kechaoda,K28,0,268,4.1,3241,0.03125,0.0625,16,6.1,QVGA Display,3,0,1700,1255,0
Micromax,J2,0,50,3.8,784,0.03125,0.03125,0,4.5,Display,0,0,0,970,0
REDMI,10A,SLATE GREY,84,4,1322,6,128,0,16.59,Display,13,0,5000,10999,0
Micromax,X415,0,114,3.9,1727,0.0546875,0.03515625,0,4.5,Display,03,0,1000,949,0
REDMI,10,Phantom Black,246,4.2,3822,4,64,0,16.51,Display,50,0,6000,11980,0
itel,ace-2young,0,0,3.8,6,0.015625,0.015625,0,4.57,Display,5,0,1000,899,0
REDMI,Note,Starburst White,174,4.2,2478,6,64,0,16.33,Display,50,13 ,5000,13460,0
REDMI,Note,Space Black,174,4.2,2478,6,64,0,16.33,Display,50,0,5000,13390,0
REDMI,Note,Horizon Blue,174,4.2,2478,6,64,0,16.33,Display,50,0,5000,12980,0
realme,C25s,Watery Blue,3017,4.4,52824,4,64,256,16.51,HD+ Display,13,8 ,6000,8999,0
Nokia,215,0,304,3.8,3194,0.0625,0.125,32,6.1,QVGA Display,0,0,0,3499,0
REDMI,10,Sunrise Orange,14915,4.3,245643,4,64,1024,17.02,HD+ Display,50,5 ,6000,9999,0
Kechaoda,A,0,17,3.9,339,0.03125,0.03125,0,3.66,Display,3,0,800,1200,0
Kechaoda,A,0,17,3.9,339,0.03125,0.03125,0,3.66,Display,3,0,800,1200,0
realme,Narzo,Carbon Black,3520,4.3,63489,4,64,256,16.51,Display,8,5 ,5000,8999,0
Micromax,X415,0,80,3.8,1015,0.03125,0.03125,0,4.5,Display,03,0,1000,1068,0
Kechaoda,K33,0,582,4,9007,0.03125,0.03125,0,3.56,Display,3,0,800,1120,0
Tecno,Spark,Endless Black,37,4.1,479,3,64,256,16.66,HD+ Display,13,5 ,5000,7390,0
I,Kall,0,638,3.3,7151,0.03125,0.03125,8,4.57,Display,0,0,0,719,0
realme,Narzo,Carbon Black,4955,4.5,124574,2,32,256,16.51,Display,8,5 ,5000,7499,0
SAREGAMA,Carvaan,0,2,0,,0.03125,3,0,4.57,Display,0,0,0,1750,0
REDMI,10,Shadow Black,14915,4.3,245643,4,64,1024,17.02,HD+ Display,50,5 ,6000,9999,0
